Poem/poet	wordCount	$Freq	'Freq	"""Freq"	(Freq	)Freq	",Freq"	#NAME?	?Freq	!Freq	.Freq	:Freq	;Freq	...Freq	CCFreq	CDFreq	DTFreq	EXFreq	FWFreq	INFreq	JJFreq	JJRFreq	JJSFreq	LSFreq	MDFreq	NNFreq	NNPFreq	NNPSFreq	properNounFreq	NNSFreq	PDTFreq	POSFreq	PRPFreq	PRP$Freq	RBFreq	RBRFreq	RBSFreq	RPFreq	SYMFreq	TOFreq	UHFreq	VBFreq	VBDFreq	VBGFreq	VBNFreq	VBPFreq	VBZFreq	WDTFreq	WPFreq	WP$Freq	WRBFreq	numLines	avgLineLength	1SGNFreq	2SGNFreq	3SGMFreq	3SGFFreq	3SGNFreq	1PLNFreq	2PLNFreq	3PLNFreq	contractionsFreq	avgWordLength	alliterationFreq	assonanceFreq	consonanceFreq	slantEndRhymeFreq	semiEndRhymeFreq	perfectEndRhymeFreq	identityEndRhymeFreq	adjFreq	nounFreq	verbFreq	conjFreq	topNounFreq	topAdjFreq	topVerbFreq	numStanzas	avgLinesPerStanza	comparativesFreq	soundDevicesFreq	partialEndRhymeFreq	fullEndRhymeFreq	endRhymeFreq
Wailofawave/Amateur	0.4543	0	0	0	0	0	0.0426	0	0.006	0	0	0	0	0	0.0792	0	0.1219	0	0	0.0853	0.0731	0.006	0	0	0.0243	0.2378	0.006	0	0.006	0.0975	0	0.0121	0.0243	0.0243	0.0426	0	0	0	0	0.0243	0	0.0365	0.006	0.0182	0.0243	0.0182	0.0182	0	0	0	0.0243	0.2444	0.4785	0.0243	0.0121	0	0	0.0121	0	0	0	0	0.3032	0.0552	0.3803	0.6932	0.2777	0	0	0	0.0792	0.3414	0.0792	0.1646	0.0121	0.006	0.0182	0.35	0.325	0.006	1.1288	0.2777	0	0.2777
Yourstillhere/Amateur	0.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0502	0.0201	0.0703	0.005	0	0.1055	0.0452	0	0	0	0.015	0.1206	0.0452	0	0.0452	0.0201	0	0	0.1306	0.0402	0.0552	0	0.005	0	0	0.0452	0.005	0.0804	0.015	0.0201	0.01	0.0703	0.0201	0	0	0	0.005	0.375	0.3572	0.1005	0.0552	0	0	0.015	0	0	0	0	0.1206	0.0151	0.2474	0.4343	0.0303	0	0.1515	0	0.0653	0.1859	0.1859	0.1557	0.0301	0.005	0.01	0.05	1	0.005	0.6969	0.0303	0.1515	0.1818
Why?/Amateur	0.5828	0	0	0	0	0	0.1198	0	0.0136	0	0	0	0	0	0.0034	0	0.1164	0.0034	0	0.1438	0.0684	0	0	0	0	0.1301	0.0239	0	0.0239	0.0308	0	0	0.1027	0.0308	0.0445	0	0	0.0068	0	0.0308	0	0.041	0.0102	0.0582	0.0171	0.0753	0.0308	0.0034	0	0	0.0273	0.5047	0.3186	0.041	0.0719	0	0	0.0205	0	0	0	0	0.1134	0.0309	0.2646	0.2989	0.0427	0.0085	0.1623	0.0598	0.0684	0.1849	0.1575	0.1472	0.0205	0.0136	0.0342	0.5666	0.5062	0	0.5945	0.0512	0.2222	0.2735
Alwaysonmymind./Amateur	0.3229	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0.081	0.1081	0	0	0.081	0.027	0	0.0135	0	0.0135	0.1081	0.0675	0	0.0675	0.0135	0	0	0.1216	0.0405	0.1216	0	0	0	0	0	0	0.0135	0	0	0.0135	0.0675	0.0135	0	0.0135	0	0.027	0.2222	0.3027	0.1351	0.027	0	0	0	0	0	0	0	0.1198	0.041	0.315	0.4109	0	0	0.1333	0	0.1216	0.1891	0.0945	0.1351	0.027	0.0135	0.027	0.05	1	0.0135	0.7671	0	0.1333	0.1333
"Lonelyinthedarkroom""/Amateur"	0.3967	0	0	0	0.0084	0.0084	0.0168	0	0	0	0.0924	0	0	0	0.0588	0	0.0924	0	0	0.1596	0.0588	0	0	0	0.0084	0.1512	0.0084	0	0.0084	0.0252	0	0	0.1344	0.0588	0.0336	0	0	0	0	0.0252	0	0.084	0.0084	0	0	0.0672	0.0252	0	0	0	0	0.375	0.2239	0.168	0	0	0	0.0252	0	0	0	0	0.1114	0.0169	0.2542	0.4406	0.1515	0	0	0.0303	0.0588	0.1848	0.1848	0.2184	0.0252	0.0252	0.0336	0.05	1	0	0.7118	0.1515	0.0303	0.1818
Untitled2/Amateur	0.3573	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421	0	0.0842	0	0	0.0631	0.1052	0	0	0	0.0315	0.1684	0	0	0	0.021	0	0	0.1052	0.0105	0.1684	0	0	0	0	0.021	0	0.0421	0	0	0	0.0631	0.0526	0.021	0	0	0	0.2888	0.2569	0.0315	0	0	0	0.0105	0.0631	0	0.0105	0	0.2175	0.0319	0.5212	0.4787	0.1875	0	0.0208	0.0833	0.1052	0.1894	0.1578	0.1052	0.0526	0.021	0.0421	0.05	1	0	1.0319	0.1875	0.1041	0.2916
AsOne/Amateur	0.3278	0	0	0.0259	0	0	0.0779	0	0	0	0.0909	0	0	0	0.0389	0.0909	0.0519	0	0	0.0649	0.0389	0	0	0	0	0.0389	0.0129	0	0.0129	0.0259	0	0	0.2857	0.0389	0	0	0	0	0	0	0	0.0259	0	0.0129	0.0259	0.1558	0.0129	0	0	0	0.0779	0.15	0.4156	0.0779	0.1428	0	0	0	0.1038	0	0	0	0.0761	0.0789	0.1973	0.5789	0	0	0	0.7777	0.1298	0.0779	0.1948	0.1038	0.0259	0.0129	0.0649	0.05	0.75	0	0.8552	0	0.7777	0.7777
lifegoeson/Amateur	0.3032	0	0	0	0	0	0.1451	0	0	0.0161	0	0	0	0	0	0	0.0806	0	0	0.129	0.0483	0	0	0	0	0.1451	0.0645	0	0.0645	0	0	0	0.0322	0.0645	0.0967	0	0	0.0161	0	0	0	0.0483	0	0.0322	0.0322	0.0322	0.1129	0	0.0483	0	0.0161	0.1833	0.3033	0	0.0483	0	0	0.0483	0	0	0	0	0.1279	0	0.2131	0.4098	0.2916	0	0.125	0.1666	0.0483	0.2096	0.1935	0.129	0.0645	0.0161	0.0806	0.05	0.95	0	0.6229	0.2916	0.2916	0.5833
EverlastingLove/Amateur	0.3262	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131	0.0131	0.0263	0	0	0.1052	0.0131	0	0	0	0.0526	0.1052	0	0	0	0.0394	0	0	0.25	0.0131	0.0526	0	0	0	0	0.0526	0	0.1184	0.0394	0	0.0131	0.0657	0.0131	0	0.0131	0	0	0.1833	0.3266	0.1052	0.0921	0	0	0.0394	0.0263	0	0	0	0.114	0.0266	0.2666	0.3066	0	0	0.1666	0.0833	0.0263	0.1447	0.2368	0.1184	0.0263	0.0131	0.0263	0.05	0.95	0	0.6	0	0.25	0.25
ethicsoftheblacks/Amateur	0.2615	0	0	0	0	0	0	0	0	0	0	0	0	0.0196	0.0588	0	0.1176	0	0	0.098	0.0784	0	0	0	0	0.1176	0	0	0	0.1568	0	0	0	0.0784	0.0588	0	0	0	0	0.0392	0.0196	0.0588	0	0.0784	0	0	0.0392	0	0	0	0	0.1833	0.2525	0.0588	0	0	0	0	0.0196	0	0	0	0.2287	0	0.38	0.48	0.0833	0	0	0	0.0784	0.2745	0.098	0.1568	0.0588	0.0196	0.0392	0.05	0.95	0	0.86	0.0833	0	0.0833
HazedMaze/Amateur	0.4456	0	0	0	0	0	0.0191	0	0	0	0.1146	0	0	0	0.0318	0	0.0891	0	0	0.1464	0.07	0	0	0	0.0382	0.1656	0	0	0	0.0254	0	0	0.0891	0.0382	0.0318	0	0	0	0	0.0445	0	0.0764	0.0063	0.0254	0.0063	0.0254	0.07	0.0063	0.0191	0	0.0063	0.2888	0.368	0.1146	0	0	0	0.0127	0	0	0	0.0127	0.1256	0.0384	0.4038	0.5192	0	0.0416	0.1458	0.0208	0.07	0.191	0.1783	0.1783	0.0127	0.0063	0.0445	0.05	1	0	0.9615	0.0416	0.1666	0.2083
MEANDYOU/Amateur	0.3606	0	0	0	0	0	0.0412	0	0	0	0.0824	0	0	0	0.0206	0.0103	0.0824	0	0	0.0721	0.0618	0.0206	0	0	0	0.1958	0.0103	0	0.0103	0.0206	0	0	0.1443	0.0412	0.0721	0.0103	0	0	0	0.0206	0	0	0.0721	0.0309	0	0.0515	0.0412	0	0.0103	0	0.0103	0.3125	0.2526	0.1237	0.0515	0	0	0	0.0103	0	0	0	0.213	0.0625	0.2708	0.3333	0.0196	0	0.0196	0	0.0927	0.2268	0.1649	0.0927	0.0206	0.0206	0.0206	0.15	0.925	0.0309	0.6666	0.0196	0.0196	0.0392
Whenyouleft/Amateur	0.3803	0	0	0	0	0	0	0	0	0	0.0458	0	0	0	0.0183	0.0183	0.0366	0.0091	0	0.0917	0.0275	0	0	0	0.0275	0.055	0	0	0	0	0	0	0.2201	0.0183	0.1376	0	0	0	0	0.055	0	0.0917	0.11	0	0.0091	0.0183	0.0091	0.0091	0.0091	0	0.0366	0.2111	0.4227	0.1467	0.0917	0	0	0	0	0	0	0.0091	0.074	0.0185	0.3425	0.1759	0.037	0	0.074	0.1111	0.0458	0.055	0.2293	0.11	0.0091	0.0183	0.0366	0.05	1	0	0.537	0.037	0.1851	0.2222
"""MAGIC""/Amateur"	0.3754	0	0	0	0	0	0.132	0	0.0094	0	0.0377	0	0	0	0.066	0	0.066	0	0	0.1132	0.1132	0	0	0	0.0094	0.0849	0.0188	0	0.0188	0.0849	0	0	0.1415	0.0283	0.0283	0.0094	0	0	0	0.0094	0	0.0283	0.0471	0.0094	0.0188	0.066	0.0377	0.0283	0	0	0	0.3125	0.2644	0.0754	0.0566	0	0	0.0094	0.0283	0	0	0.0094	0.1264	0.0095	0.3523	0.3142	0.0588	0.0588	0.1372	0.098	0.1132	0.1886	0.1792	0.1792	0.0188	0.0377	0.0188	0.35	0.4375	0.0094	0.6761	0.1176	0.2352	0.3529
TOGETHER...FOREVER!/Amateur	0.3573	0	0	0	0	0	0.1368	0	0	0.0105	0.0421	0	0	0	0.021	0.0105	0.0631	0	0	0.0631	0.0526	0.0736	0	0	0.0631	0.1052	0	0	0	0.0526	0	0	0.1578	0.0315	0.0947	0	0	0	0	0.0105	0	0.0947	0	0.0631	0	0.0315	0.0105	0	0	0	0.0105	0.2666	0.2734	0.0421	0.0421	0	0	0.0105	0.0947	0	0	0.0105	0.2259	0.0319	0.351	0.3617	0.1666	0	0.0238	0.0238	0.1368	0.1578	0.1368	0.0842	0.0315	0.021	0.021	0.35	0.35	0.0736	0.7446	0.1666	0.0476	0.2142
YOUAREMYEVERYTHING/Amateur	0.3688	0	0	0	0	0	0.1764	0	0	0	0.0392	0	0	0	0.0098	0.0098	0.0392	0	0	0.1078	0.0392	0	0	0	0	0.1078	0	0	0	0.0294	0	0	0.196	0.0588	0.0882	0	0	0.0098	0	0.0098	0.0098	0.0196	0.0588	0.0196	0.0196	0.098	0.0294	0.0098	0	0	0.0294	0.2666	0.3062	0.147	0.098	0	0	0.0098	0	0	0	0	0.1183	0.0198	0.3168	0.2079	0.1666	0	0.1666	0.0238	0.049	0.1372	0.2058	0.1176	0.0196	0.0098	0.0196	0.35	0.35	0	0.5445	0.1666	0.1904	0.3571
BelieveinMiracles!/Amateur	0.3278	0	0	0	0	0	0.1948	0	0	0	0	0	0	0	0	0	0	0	0	0.1948	0.0389	0	0	0	0.0909	0.2727	0.0129	0	0.0129	0	0	0	0	0.1818	0.0129	0	0	0	0	0	0	0.0909	0	0	0	0.1038	0	0	0	0	0	0.2555	0.2533	0	0.1818	0	0	0	0	0	0	0	0.3177	0.0263	0.5263	0.4868	0.1025	0	0	0.1538	0.0389	0.2857	0.1948	0.1948	0.0909	0.0129	0.1038	0.05	1	0	1.0394	0.1025	0.1538	0.2564
ALie/Amateur	0.3868	0	0	0	0	0	0.0176	0	0.053	0.0353	0	0	0	0	0.0088	0.0088	0.053	0.0088	0	0.1061	0.0176	0	0.0088	0	0	0.0884	0.0088	0	0.0088	0.0353	0	0	0.1592	0.0619	0.1327	0	0	0	0	0.0619	0	0.0707	0.0176	0.0088	0.0088	0.1415	0.0176	0.0088	0	0	0.0088	0.1666	0.5069	0.0707	0.1415	0	0	0.0088	0	0	0	0.0442	0.1138	0.0178	0.2946	0.3392	0.0476	0.0952	0.0476	0	0.0353	0.1327	0.2477	0.115	0.0265	0.0088	0.0353	0.05	0.85	0.0088	0.6517	0.1428	0.0476	0.1904
Iloveyou/Amateur	0.453	0	0	0	0	0	0.0613	0	0	0	0.0552	0	0	0	0.0429	0.0122	0.0552	0	0	0.0858	0.0429	0	0.0061	0	0.0245	0.0736	0.0061	0	0.0061	0.0306	0	0	0.2208	0.0368	0.1165	0	0	0.0061	0	0.0306	0	0.049	0.0061	0.0306	0.0061	0.1042	0.0122	0.0061	0	0	0.0122	0.325	0.3537	0.1349	0.0552	0.0552	0	0.0122	0	0	0	0.0184	0.112	0.0432	0.2962	0.3518	0.0925	0.0185	0.0185	0	0.0613	0.1104	0.1717	0.1288	0.0122	0.0061	0.0368	0.05	1	0.0061	0.6913	0.1111	0.0185	0.1296
"""It""/Amateur"	0.3655	0	0	0.02	0	0	0.14	0	0.01	0	0.04	0	0	0	0.05	0	0.1	0	0	0.09	0.05	0	0	0	0.02	0.2	0.05	0	0.05	0	0	0	0.14	0.05	0.05	0	0	0	0	0.01	0	0.04	0.02	0	0.01	0.07	0.03	0.01	0.01	0	0	0.3125	0.2565	0.03	0.11	0	0	0.04	0.01	0	0	0	0.204	0.0101	0.3535	0.3535	0.0588	0	0.0392	0.0196	0.05	0.25	0.16	0.14	0.05	0.02	0.02	0.35	0.4375	0	0.7171	0.0588	0.0588	0.1176
Memories/Amateur	0.4592	0	0	0	0	0	0.1071	0	0	0	0.0357	0	0	0	0.0357	0.0119	0.0535	0.0059	0	0.1488	0.0714	0	0	0	0.0595	0.1547	0.0059	0	0.0059	0.0654	0	0	0.0654	0.0773	0.0535	0	0	0	0	0.0059	0	0.0595	0.0357	0.0119	0.0238	0.0178	0.0357	0	0	0	0	0.35	0.3272	0.0178	0	0	0	0.0059	0.0952	0	0.0238	0	0.2198	0.0239	0.2934	0.4191	0.0833	0.0166	0.0333	0.0166	0.0833	0.2261	0.1488	0.1845	0.0238	0.0059	0.0238	0.25	0.7166	0	0.7365	0.0999	0.05	0.15
