The Poet by Hermann Hesse,19th,5.96717948718,4.02884615385
I am the Reaper by William Ernest Henley,19th,5.46125,4.1495
GONE by Henrik Ibsen,19th,6.12875,4.07
Gentle Lady Do Not Sing by James Joyce,19th,5.9905,4.0825
Contemplation Of The Sword by Robinson Jeffers,19th,5.33052631579,4.55026315789
A Calendar of Sonnets: May by Helen Hunt Jackson,19th,6.12184210526,4.15026315789
The Ballad of the King's Jest by Rudyard Kipling,19th,5.57438162544,4.09088339223
Wealth by Joyce Kilmer,19th,5.87724137931,4.14551724138
Ode to the Northeast Wind by Charles Kingsley,19th,5.50642201835,3.99302752294
An April Day by Henry Wadsworth Longfellow,19th,6.28463768116,3.9452173913
The Faithless Wife by Federico Garcia Lorca,19th,6.02797101449,4.00362318841
In the Street by Henry Lawson,19th,5.30103448276,4.40816091954
Science-fiction Cradlesong by C. S. Lewis,19th,5.90520833333,3.80708333333
The Pobble Who Has No Toes by Edward Lear,19th,6.00923076923,3.70123076923
Patterns by Amy Lowell,19th,5.96945652174,3.9464673913
Butterfly by David Herbert Lawrence,19th,6.01063492063,3.58841269841
The Dandelion by Vachel Lindsay,19th,5.89709677419,4.09225806452
From One Augur to Another by Emma Lazarus,19th,6.44466666667,3.79766666667
A Song Of Eternity In Time by Sidney Lanier,19th,5.63705882353,4.42
A Reminiscence by Amy Levy,19th,5.64636363636,4.34818181818
Baptism by Claude McKay,19th,5.47930232558,4.30488372093
At Ease by Walter de la Mare,19th,5.49444444444,3.97296296296
Apostrophe To Man by Edna St. Vincent Millay,19th,5.21522727273,4.27
The Morning Walk by A. A. Milne,19th,5.97588235294,3.88352941176
A Ballad of John Silver by John Masefield,19th,5.5659375,4.0796875
Robert Fulton Tanner by Edgar Lee Masters,19th,5.45372881356,4.49288135593
Butterfly Laughter by Katherine Mansfield,19th,6.48517241379,3.99896551724
Near Avalon by William Morris,19th,5.72838709677,3.91258064516
Quebec by John McCrae,19th,5.7972,4.4596
An Address to Shakespeare by William Topaz McGonagall,19th,5.81287037037,4.13203703704
Modern Love XLV: It Is the Season by George Meredith,19th,5.9825,4.08681818182
At Nightfall by Lucy Maud Montgomery,19th,5.905,3.87216666667
Cradle Song by Sarojini Naidu,19th,6.52838709677,4.07032258065
Exposure by Wilfred Owen,19th,5.48450980392,4.11450980392
The City In The Sea by Edgar Allan Poe,19th,5.55068181818,3.92261363636
A Fairly Sad Tale by Dorothy Parker,19th,6.01617021277,4.32872340426
